CUST_ID,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE
C16594,0.416667,0.083333,2,8,4000,1429.176523,360.158214,0,12
C16595,0.333333,0.416667,10,9,7500,1797.863187,1926.996357,0,12
C16596,1,0,0,12,3000,228.853499,24.171054,0,12
C16597,0,0.5,6,0,4000,1542.366508,460.734661,0,12
C16598,0,0.166667,3,3,6500,795.908206,792.369143,0,12
C16599,0.666667,0,0,27,4500,3023.498427,523.893953,0,12
C16600,1,0.416667,9,74,10300,6965.162385,2492.306544,0,12
C16601,0.454545,0.272727,8,9,1200,946.649324,211.220001,0,11
C16602,1,0,0,66,5000,2903.567692,194.327332,0.916667,12
C16603,0.5,0,0,7,5000,128.885146,69.378497,0.25,12
C16604,1,0,0,139,10000,4793.23127,949.061051,0,12
C16605,0.75,0,0,35,5900,1324.509712,385.125089,0,12
C16606,0,0.333333,5,0,6500,962.359607,861.467363,0,12
C16607,0.916667,0,0,21,10000,606.20283,175.917836,0.2,12
C16608,0.833333,0,0,6,1000,264.453806,88.798002,1,6
C16609,0.166667,0.333333,9,7,15500,1386.144517,1538.648155,0,12
C16610,0.625,0.25,4,17,1000,474.226839,686.170196,0,8
C16611,1,0,0,51,5500,4663.19128,168.550395,1,12
C16612,0,0.166667,2,0,1200,0,,0,6
C16613,0,0.083333,1,0,1500,138.84951,187.570875,0,12
C16614,1,0.083333,4,51,1000,347.092355,10830.18182,0,12
C16615,0,0,0,6,2500,563.972982,210.924256,0,12
C16616,0.916667,0,0,19,3000,1900.699307,195.516066,0,12
C16617,0,0,0,35,4000,2224.274686,182.353128,0.571429,12
C16618,0.5,0,0,6,1000,264.43684,149.607903,0,12
C16619,0.75,0.333333,5,66,5000,5705.083777,598.008488,0,12
C16620,0.833333,0.333333,5,11,4500,936.605314,1565.524542,0,12
C16621,0,0.5,8,0,13000,2119.667158,2223.059565,0,12
C16622,0.416667,0,0,6,3000,194.532194,118.371226,0.8,12
C16623,0.166667,0,0,3,4000,178.11004,174.504822,1,12
C16625,0.5,0.166667,2,16,3400,495.427538,618.280632,0,12
C16626,0,0.083333,1,0,1200,283.442187,463.961378,0,12
C16627,0,0,0,8,5000,969.130835,168.33379,0,11
C16628,1,0.583333,14,22,8000,1680.74827,791.063136,0,12
C16629,0.166667,0,0,3,5000,607.575208,155.618451,0,12
C16630,0,0,0,22,2000,3631.007239,133.854497,0,12
C16631,0.75,0,0,7,1000,206.460572,67.157083,0,8
C16632,0,0.333333,22,5,11000,19740.74802,2684.226743,0,12
C16633,0,0,0,5,4500,2583.278505,75.160365,1,8
C16634,0.166667,0.25,3,13,2000,485.998474,624.895688,0,12
C16635,1,0,0,12,4500,723.653473,749.728054,0,12
C16636,0.916667,0.5,10,85,6000,8880.955481,3629.253811,0,12
C16637,0.9,0,0,19,1500,303.387025,143.461021,0.25,10
C16638,0.083333,0.083333,1,6,5000,932.414285,391.326386,0,12
C16639,0,0.083333,2,0,1000,247.914645,152.028346,0,12
C16640,0,0,0,1,300,304.243382,41.89984,0,12
C16641,0,0.083333,1,0,3000,608.913721,276.992932,0,12
C16642,0,0.083333,1,0,1500,1713.311527,541.172178,0.1,12
C16643,0.666667,0.166667,2,8,2500,282.414709,346.656778,0,12
C16644,0.666667,0,0,9,700,893.494936,354.744949,0.083333,12
C16645,0,0.25,6,0,1200,1392.439311,221.752549,0.1,12
C16646,0,0.083333,1,0,3200,705.964088,957.582069,0,12
C16647,0.666667,0.166667,7,20,1900,607.122812,945.876518,0,12
C16648,0,0,0,1,1500,1024.466785,85.691487,0,12
C16650,0.363636,0.090909,1,4,1000,2068.816672,276.536946,0.090909,11
C16651,0,0,0,1,5300,2189.154807,914.975798,0.090909,12
C16652,0,0.75,21,0,9000,2526.186156,2075.774372,0,12
C16653,0,0.090909,1,2,1200,226.149461,279.581839,0,11
C16654,0.583333,0,0,11,4500,770.48848,586.751872,0,12
C16655,0.166667,0.583333,16,2,1200,457.956974,569.652843,0,12
C16656,0,0.1,1,2,2000,496.917889,533.486552,0,10
C16657,0,0.583333,12,4,11500,1987.223626,5037.23698,0,12
C16658,0.916667,0,0,62,2000,914.845569,279.508067,0.5,12
C16659,0,0,0,4,3000,234.894972,126.945378,0,10
C16660,0.75,0.083333,1,11,3000,555.713401,91.081745,0,12
C16661,1,0,0,31,1000,752.706706,194.408347,0,12
C16662,0.916667,0.166667,2,22,12000,1492.992521,829.092375,0,12
C16663,0,0.75,14,0,2000,2100.404477,353.421122,0,12
C16664,0.25,0,0,4,2900,0,,0,12
C16665,0.833333,0,0,11,3000,409.376563,174.613628,1,12
C16666,0.583333,0.666667,25,19,7000,889.901799,883.612427,0,12
C16667,1,0,0,13,6000,1011.244454,99.44103,0.333333,12
C16668,0.916667,0.583333,10,26,2000,4086.277963,1723.818986,0.5,12
C16669,0.333333,0,0,10,1500,1065.270854,187.996032,0,12
C16670,0.25,0.083333,1,9,6000,1120.837531,1243.924125,0,12
C16671,1,0,0,12,3000,421.927253,161.278772,0.833333,12
C16672,0,0.25,3,2,5000,1289.823661,782.936511,0,12
C16673,1,0,0,25,6000,449.043148,172.225824,1,12
C16674,1,0,0,143,6000,3652.818025,174.214771,0.916667,12
C16675,0.5,0,0,6,3000,697.223817,342.412476,0,12
C16676,0,0.125,1,0,5000,476.34769,317.958715,0,8
C16677,0.583333,0,0,27,8000,857.533676,930.799308,0,12
C16678,1,0,0,26,4000,298.014685,130.102479,0.090909,12
C16679,0,0.222222,4,0,2500,444.710357,455.578433,0,9
C16680,0,0,0,1,1700,429.500066,992.881958,0,12
C16681,0.916667,0,0,11,1000,209.360972,282.381583,0,12
C16682,0.25,0,0,3,2500,397.410932,247.041179,0,12
C16683,0.833333,0.333333,7,24,1200,622.155263,317.100121,0.090909,12
C16684,0,0.1,2,0,1200,0,,0,10
C16685,0.916667,0,0,16,1500,497.383598,153.202749,0.25,12
C16686,1,0,0,11,2500,2247.045797,166.021681,0.090909,11
C16687,0,0.083333,1,0,3000,395.385249,324.284676,0,12
C16688,0.833333,0,0,6,1000,411.981882,16.730028,0,6
C16689,0.583333,0,0,10,1500,1810.218367,4000.038682,0,12
C16690,0.75,0,0,54,8500,5001.440215,926.454371,0.083333,12
C16691,0.083333,0.25,6,6,1500,3378.436972,193.568746,0.25,12
C16692,0.666667,0,0,9,2900,760.989921,,0,12
C16693,0.166667,0,0,2,3000,174.049821,114.010269,0.333333,12
C16694,1,0.25,6,36,12000,11562.15615,1157.986009,0.333333,12
C16695,0.166667,0.166667,1,1,1500,431.732367,92.246251,0,6
C16697,0.875,0,0,8,1500,614.893679,27.782057,0.166667,8
C16698,1,0.083333,1,12,4000,578.152341,503.162275,0,12
C16699,0.75,0,0,9,3000,356.933062,540.428943,0,12
C16700,0,0.416667,15,14,6500,1334.895124,1301.852155,0,12
C16701,0,0,0,1,5000,9821.138115,,0,12
C16702,1,0,0,12,1250,706.517216,1410.942649,0,12
C16703,0.416667,0,0,6,4000,757.855943,143.5366,1,12
C16704,0,0.25,5,0,3000,1351.895242,997.918515,0,12
C16705,0.416667,0,0,5,2500,0,,0,12
C16706,1,0,0,12,1200,234.802293,180.364348,0.833333,12
C16707,1,0,0,21,6000,1178.012601,172.301492,0,12
C16708,0.916667,0,0,19,1500,196.79846,176.914811,0.083333,12
C16709,0,0.285714,9,0,1200,111.579389,180.970792,0,7
C16710,0.083333,0.25,10,1,1500,1086.495221,69.858754,0.090909,12
C16711,0,0.083333,1,0,700,161.443162,328.060694,0,12
C16712,0.083333,0,0,17,1050,668.102469,182.798058,0,12
C16713,0,0.166667,5,0,2500,291.446692,386.604593,0,12
C16714,0.833333,0,0,5,1000,348.784045,87.169565,1,6
C16715,0.75,0,0,23,1200,371.759761,158.208417,0.1,12
C16716,0.083333,0,0,1,6000,558.143294,170.130711,0,12
C16717,0,0.916667,21,0,7500,6438.405866,1246.14055,0,12
C16718,0.583333,0,0,12,2400,226.744914,167.809303,0.083333,12
C16719,0,0.416667,7,0,1700,430.833894,493.978138,0,12
C16720,1,0,0,17,1500,1796.60533,4816.916305,0,12
C16721,0,0.083333,1,0,2000,386.913089,255.052406,0,12
C16722,0.833333,0,0,6,1000,65.76347,32.631347,0.666667,6
C16723,0,0,0,1,2500,731.400261,178.462119,0,12
C16724,0,0.166667,7,0,6000,2734.344075,292.540684,0,12
C16725,0,0.166667,2,0,150,316.324154,277.040895,0,12
C16726,0.833333,0,0,10,1200,187.34317,172.747168,0.166667,12
C16727,0,0,0,1,1000,239.669232,72.466408,0,10
C16728,0.083333,0.25,5,3,3000,1711.864665,392.529445,0,12
C16729,0,0.5,11,4,6000,2180.100761,229.289946,0.083333,12
C16730,0,0.166667,6,2,3000,4898.947715,369.605826,0,12
C16731,0,0.25,4,0,2500,714.25653,544.704952,0,12
C16732,0.363636,0.272727,3,18,1200,2207.649199,613.130977,0.125,11
C16733,0.916667,0,0,49,5000,2039.16951,140.69611,0.555556,12
C16734,0.5,0,0,8,3500,453.357965,194.132474,0,12
C16735,0.916667,0,0,19,7000,372.95804,174.1219,1,12
C16736,0,0.333333,6,0,5000,349.448115,441.102707,0,6
C16737,0.25,0,0,4,2500,940.026302,147.851745,0,12
C16738,0.666667,0,0,12,2000,435.927928,129.152786,0.8,12
C16739,1,0.5,12,48,6500,3567.009988,220.979761,0.083333,12
C16740,0,0.090909,1,3,1800,1751.977457,844.975196,0,11
C16741,0,0.083333,3,0,2500,402.317895,402.142382,0,12
C16742,0,0.166667,2,51,3000,462.848132,497.408854,0,12
C16743,0,0.583333,44,0,4500,5557.539676,1434.238518,0.083333,12
C16744,0,0.083333,1,0,150,298.10235,127.897927,0,12
C16745,0,0.583333,10,0,6500,2943.485063,1168.800699,0,12
C16746,0,0.166667,2,0,2000,456.098668,392.102723,0,12
C16747,0,0.916667,21,0,7500,1396.433544,1391.519296,0,12
C16748,0.916667,0,0,12,1200,301.102633,152.00045,0.454545,12
C16749,0.833333,0,0,11,1000,286.305162,52.843213,0.125,12
C16750,0,0,0,1,2500,394.761847,56.8815,0.1,12
C16751,0,0.111111,1,0,1000,309.69761,144.641814,0,9
C16752,0.166667,0,0,2,1000,938.997556,2896.436166,0,12
C16753,1,0,0,20,1000,798.681574,174.491545,0.666667,12
C16755,0.75,0,0,17,2000,617.678129,155.950733,1,12
C16757,0,0.5,12,0,4500,1357.018977,12926.38296,0,12
C16758,0,0,0,25,4000,4714.741294,200.287367,0.777778,12
C16759,1,0,0,12,2700,425.280332,166.65223,0.666667,12
C16760,0,0,0,9,9000,930.081668,122.43225,0,12
C16761,0,0,0,2,3400,14.500688,113.963653,0,12
C16762,1,0,0,37,5000,1570.70073,198.52965,0,12
C16763,0,0,0,4,5000,2063.173023,179.679908,0,12
C16764,1,0,0,24,1200,706.055693,69.448419,1,12
C16765,0,0.2,2,0,1500,224.088112,481.629486,0,10
C16766,0.25,0,0,4,7000,310.4036,275.926987,1,12
C16767,0,0.6,13,0,3000,2822.457351,471.885081,0.125,10
C16768,0.916667,0,0,88,4000,4237.359587,1026.20348,0,12
C16769,1,0,0,41,6000,326.059256,162.785047,0.833333,12
C16770,0,0.5,8,0,1200,599.233796,625.024705,0,12
C16771,0,0.111111,1,0,4000,0,,0,9
C16772,0,0.166667,5,0,2500,2562.51109,527.259216,0.083333,12
C16773,1,0,0,12,400,1667.797657,2090.378842,0.545455,12
C16774,0,0.333333,12,0,2000,2168.617114,195.662172,0.4,12
C16775,0,0,0,2,7000,187.452384,69.826362,0,12
C16776,0,0.083333,1,0,1600,1498.695114,331.493084,0.083333,12
C16777,0,0.333333,5,0,2000,2209.452275,669.786627,0,12
C16778,0.25,0,0,3,2500,558.52387,200.77995,0,12
C16779,0,0.5,10,0,6000,1315.48708,1815.957627,0,12
C16780,0,0.272727,6,0,2500,527.171985,1097.372571,0,11
C16781,0.916667,0.083333,1,23,17150,1742.775616,2037.922023,0,12
C16782,0,0.083333,8,0,5000,584.413797,11203.9623,0,12
C16784,1,0,0,13,1500,851.338405,1081.224031,0,12
C16785,0.333333,0,0,29,10000,873.634965,1032.718828,0,12
C16786,0,0.5,7,0,1200,381.331067,328.158841,0,12
C16787,0,0,0,3,6000,361.809474,73.633343,0.181818,12
C16789,0,0.083333,1,0,3000,703.772856,249.298802,0,12
C16790,0.166667,0,0,3,1000,267.661028,199.189378,0,12
C16791,0.833333,0,0,11,500,246.839723,669.292383,0,12
C16792,1,0,0,14,4000,493.729322,390.037637,0,12
C16793,0.916667,0.083333,2,48,1500,796.646284,211.487323,0,12
C16794,0.5,0,0,25,2000,1229.490211,139.989439,0.111111,12
C16795,0,0.666667,5,2,2500,86.723976,232.760827,0,6
C16796,0.416667,0.333333,8,22,2000,2736.9303,156.020535,0.181818,12
C16797,0,0.166667,2,0,3000,668.207015,934.308332,0,12
C16798,0,0,0,2,1200,344.856423,623.734943,0,12
C16799,1,0,0,35,6000,2320.553403,267.840916,0.181818,12
C16800,0.833333,0,0,6,1500,113.704149,88.806825,0.5,6
C16801,0.666667,0,0,8,1500,622.574342,828.47697,0,12
C16802,0,0.083333,1,0,3000,662.208086,474.606298,0,12
C16803,0.25,0.083333,2,11,4500,1857.229391,1430.198661,0,12
C16804,0,0.083333,2,0,3000,434.164247,1107.00925,0,12
C16805,0,0.916667,20,6,3000,4647.909943,1611.762121,0.916667,12
C16806,1,0,0,70,3000,976.91687,26873.51595,0,12
C16807,1,0,0,34,5500,1897.437629,1479.159589,0,12
C16808,1,0,0,12,2000,938.376189,165.291104,0.916667,12
C16809,0.25,0.083333,2,32,7000,757.409319,370.39189,0,12
C16810,1,0,0,36,3500,676.452393,421.840324,0,12
C16811,0,0.333333,4,7,3000,570.959953,599.243793,0,12
C16812,1,0.083333,2,143,18000,4987.235359,5137.504664,0,12
C16813,0.416667,0,0,6,3400,206.903715,166.887922,0.8,12
C16814,0.083333,0,0,11,2900,584.70712,1369.991379,0,12
C16815,1,0,0,27,3500,684.853812,164.145179,1,12
C16816,0.666667,0.25,5,8,3500,8261.89726,298.203442,0.818182,12
C16817,0.75,0,0,25,4000,954.989463,185.615324,0.3,12
C16818,1,0,0,37,4500,1497.318035,29019.80288,0,12
C16819,1,0,0,12,5000,499.339328,69.334771,0.166667,12
C16820,0,0,0,1,2500,339.525567,160.83802,0.333333,12
C16821,0.416667,0.25,4,13,11500,834.226677,659.920499,0,12
C16822,0,0.166667,2,0,1200,2443.777007,258.855956,0.125,12
C16823,0.416667,0,0,103,6000,11845.84124,156.68356,0.6,12
C16824,0,0.333333,6,0,1700,464.891311,488.488878,0,12
C16825,0.142857,0,0,1,1900,186.923852,7243.733403,0,7
C16826,0,0.166667,2,1,1000,318.226488,577.927525,0,12
C16827,0.25,0.083333,1,5,1200,380.402296,542.04143,0,12
C16828,0,0.25,3,0,1800,548.420841,416.956325,0,12
C16829,0,0.25,3,8,2000,2546.457101,758.281597,0.083333,12
C16831,1,0,0,83,3000,3983.238602,964.101127,0,12
C16832,0,0,0,12,1200,1681.146226,125.221028,0.111111,12
C16833,0.333333,0,0,5,1200,1458.6444,230.665557,0,12
C16834,1,0,0,88,3000,1080.276225,185.948948,0.5,12
C16835,0.75,0.166667,3,10,3500,1265.606632,719.870166,0,12
C16836,0,0,0,2,1500,8494.566989,1157.992946,0,12
C16837,0,0.25,9,0,10500,1782.28106,1685.72199,0,12
C16838,0,0.5,11,0,2500,2084.109173,267.774368,0.166667,8
C16839,0.75,0,0,9,1500,555.119249,57.741139,0,12
C16840,1,0,0,18,1500,287.049312,42.058028,0.083333,12
C16841,0,0.25,4,0,1800,1098.758855,113.943497,0,12
C16842,0,0.166667,3,0,3000,1011.119851,155.31308,0.142857,12
C16843,0,0.090909,1,2,1500,607.546663,76.750324,0,11
C16844,0,0.166667,4,19,2500,1152.859524,996.573517,0,12
C16845,0.583333,0,0,10,6000,213.515669,156.429964,0.222222,12
C16847,0,0,0,13,1200,606.996033,56.918917,0,6
C16849,0,0,0,1,1200,1268.395148,181.654924,0.142857,7
C16850,0.583333,0,0,8,3000,364.316697,165.47018,0.428571,12
C16851,0.083333,0,0,2,2900,0,,0,12
C16852,1,0,0,48,6000,1080.054078,506.339439,0,12
C16854,0,0.583333,10,0,2500,679.52543,718.062844,0,12
C16855,0.166667,0,0,3,2500,88.897909,144.512685,0,12
C16856,0,0.25,6,1,3000,534.718227,623.621303,0,12
C16857,0.916667,0.333333,4,25,7500,1298.306155,1309.041902,0,12
C16858,0,0.083333,2,0,4000,430.136625,331.868318,0,12
C16859,0.25,0,0,3,1500,216.059115,159.478913,0,12
C16860,0.166667,0,0,26,500,1618.479121,135.440312,1,12
C16861,0,0.083333,1,0,3000,547.687792,439.251584,0,12
C16862,0.333333,0.083333,1,6,1500,318.521195,432.876404,0,12
C16863,0,0.375,11,0,2500,379.847536,444.160316,0,8
C16864,0.25,0.25,4,7,2000,356.436938,660.461755,0,12
C16865,0.666667,0.25,4,48,2500,1294.563221,1506.699285,0,12
C16866,0,0.5,18,0,4500,963.106808,908.849744,0,12
C16867,0,0,0,2,1000,200.963332,109.182077,0.333333,12
C16868,0,0.083333,1,1,6000,6080.457549,1851.182443,0,12
C16869,1,0.666667,17,51,7500,1570.050378,1443.70769,0,12
C16870,0,0.5,13,0,3000,319.716795,168.70599,0,12
C16871,0.166667,0,0,2,1500,98.947093,74.147879,0,12
C16872,0,0.166667,3,1,1200,135.415952,183.945301,0,12
C16873,1,0,0,104,8500,2369.634112,603.212057,0,12
C16874,1,0,0,12,4500,1105.142936,361.880781,0,12
C16875,1,0,0,12,4500,3686.798285,2751.134917,0,12
C16876,1,0,0,28,6000,3827.939809,197.465712,0.416667,12
C16877,0,0.090909,1,0,1800,0,,0,11
C16878,1,0,0,20,1000,902.612608,1454.523477,0,12
C16880,0,0.083333,2,0,1500,1543.55933,136.386862,0.083333,12
C16881,1,0,0,67,4000,4337.964147,770.352007,0,12
C16882,0.5,0,0,10,2500,325.966302,146.604543,0,12
C16883,0,0.083333,1,0,2500,586.800064,813.633917,0,12
C16884,0.5,0.875,8,13,2000,4900.523879,197.894736,0.2,8
C16885,1,0,0,12,1500,212.326548,316.809973,0,12
C16886,0.833333,0,0,17,5000,379.012616,149.294359,0.5,12
C16887,0.166667,0,0,2,1500,71.588986,178.306161,0,12
C16888,0,0,0,1,1800,253.057215,445.55812,0,12
C16889,0,0.5,8,0,2000,89.741508,173.276205,0,6
C16890,0,0.583333,19,6,1800,1251.496096,976.101952,0,12
C16891,0.333333,0,0,6,1800,509.587601,133.008193,0.454545,12
C16892,1,0.166667,4,42,4000,2611.595905,7466.353627,0,12
C16893,0.333333,0,0,24,4000,4144.707044,49.647266,0,12
C16894,0.666667,0,0,11,2900,777.890206,153.058328,0.8,12
C16895,0.166667,0.833333,27,4,10000,5709.895929,886.322345,0,12
C16896,0.833333,0,0,11,1500,528.615684,500.339157,0,12
C16897,0.9,0,0,69,1500,66.610309,526.873944,0,10
C16898,0.083333,0,0,6,5000,1077.230161,179.963067,0,12
C16899,0.166667,0,0,6,2500,767.462556,70.68518,0,12
C16900,0,0.25,3,1,3500,218.851473,332.899226,0,12
C16901,1,0.166667,2,39,5000,854.446327,956.166908,0,12
C16902,0.222222,0.444444,5,3,2500,2212.216039,101.295693,0.4,9
C16903,1,0,0,12,2500,429.594704,186.268047,1,12
C16904,0,0.333333,7,0,6000,1422.889138,1925.341433,0,12
C16905,1,0,0,22,2500,733.044687,174.464929,0.833333,12
C16906,0,0.583333,15,0,6000,894.936707,1083.032123,0,12
C16907,0.333333,0,0,6,4000,381.22527,100.321702,0.181818,12
C16908,0.083333,0.333333,8,6,1800,594.159059,501.192795,0,12
C16909,0.416667,0,0,10,2500,315.075002,87.824996,0.083333,12
C16910,0.333333,0,0,26,4000,2092.544158,200.597917,0,12
C16911,0,0,0,6,1200,291.121154,180.093054,0,12
C16912,1,0,0,44,3000,596.54897,176.777412,1,12
C16913,0,0,0,2,300,143.823981,48.679152,0,7
C16914,0.333333,0.75,14,9,5000,3241.098168,701.198898,0,12
C16915,0,0,0,7,3500,429.538574,690.355456,0,12
C16916,0.75,0.416667,12,11,2000,746.986805,459.874277,0,12
C16917,0,0.166667,2,0,1000,304.93211,272.53859,0,12
C16918,1,0,0,35,6000,1589.707781,67.939783,0.2,12
C16919,0.333333,0,0,4,900,2510.558599,259.141203,0,12
C16920,0.833333,0.166667,3,11,3500,3927.022653,1464.023513,0.083333,12
C16921,0.416667,0,0,18,1200,801.255647,686.634722,0,12
C16922,0,0,0,1,1500,1024.733353,2707.521979,0,12
C16923,1,0,0,69,3000,897.050714,176.218615,1,12
C16924,0,0.25,3,2,2500,547.767021,389.22018,0,12
C16925,1,0,0,17,4500,567.680103,380.886977,0,12
C16926,0,0.083333,1,13,3000,784.234756,958.838221,0,12
C16927,0.333333,0,0,5,1000,418.812352,773.534938,0,12
C16928,0.714286,0,0,6,1500,146.073798,99.260979,0,7
C16929,0.416667,0,0,5,2500,2283.641666,3116.67911,0,12
C16930,0,0.416667,8,1,6100,2441.612338,453.517757,0,12
C16931,0,0.25,3,0,6500,2415.827922,3933.230932,0,12
C16932,0.333333,0,0,12,1000,390.696467,213.744956,0,12
C16933,0.916667,0,0,22,9600,1339.303085,185.281009,0.916667,12
C16934,0,0.166667,2,34,3750,3811.567017,3536.319962,0.090909,12
C16935,0.333333,0,0,45,7000,2785.055072,783.737906,0,12
C16936,0.083333,0,0,1,6000,185.232035,124.66745,0.5,12
C16937,0.916667,0.166667,4,53,5900,971.9261,487.127965,0,12
C16938,1,0,0,130,3000,3581.048471,174.461435,0.166667,12
C16939,0.75,0,0,10,1000,102.011016,294.47698,0,12
C16940,0.833333,0,0,27,3000,1016.511227,377.143061,0,12
C16941,0.666667,0,0,12,1400,444.504448,192.250083,0.6,12
C16942,0.083333,0.083333,6,2,3000,319.354,388.368299,0,12
C16943,0.583333,0.166667,5,10,2900,770.283123,226.730509,0,12
C16944,0.833333,0.583333,11,10,3000,891.637597,474.182947,0,12
C16945,0.5,0,0,16,6000,525.904806,116.075915,0.454545,12
C16946,0.2,0.4,13,5,5000,3388.896555,520.445922,0,10
C16947,0,0.5,17,0,5000,4937.146727,223.182313,0.2,6
C16948,0.083333,0,0,3,2000,603.296946,1018.247383,0,12
C16949,0,0.166667,2,8,1300,512.657226,511.999815,0,12
C16950,0,0,0,1,700,322.357201,217.0654,0,12
C16951,0.75,0,0,9,5000,218.895476,157.783535,0.9,12
C16952,0.75,0,0,10,3000,865.740388,288.129171,0,12
C16953,0,0,0,4,1200,510.918269,282.782763,0,12
C16954,0,0,0,6,1500,1418.618359,2733.696071,0,12
C16955,0,0.545455,10,0,2000,407.36056,277.084736,0,11
C16956,0,0.083333,1,0,800,455.384879,198.175355,0,12
C16957,1,0,0,12,1000,984.158369,168.596244,0.2,12
C16958,0,0.25,4,0,1500,263.430572,722.782997,0,12
C16959,0,0.1,1,0,900,220.18909,251.365035,0,10
C16960,0,0,0,2,1500,0,,0,9
C16961,0,0,0,1,1000,224.596651,330.860527,0,12
C16962,0,0,0,2,1500,590.37153,516.506067,0,12
C16963,0.090909,0,0,1,4000,0,,0,11
C16964,0,0,0,1,4000,588.015945,87.805376,0,12
C16965,1,0,0,51,2500,366.15467,173.631099,0,12
C16966,0.666667,0,0,12,1000,671.28341,211.872834,0.083333,12
C16967,1,0,0,12,2700,232.652483,165.826627,0.416667,12
C16968,0,0.166667,2,0,1200,298.183864,443.597884,0,12
C16969,0.416667,0.166667,2,17,7500,4114.602852,2987.684451,0,12
C16970,0.727273,0,0,12,1000,179.372971,8411.177378,0,11
C16971,0,0,0,8,4000,1006.564682,67.567132,0.181818,12
C16972,0.75,0,0,10,1000,186.560331,166.048636,0.375,12
C16973,0,0.428571,6,0,2000,193.30886,227.879396,0,7
C16974,0,0.428571,9,0,2950,3781.991205,3743.011386,0,7
C16975,0,0.166667,6,0,1400,190.33293,216.278844,0,12
C16976,1,0.5,12,118,5000,5575.894258,1767.825544,0,12
C16977,0,0,0,1,1200,57.266292,56.72021,0,8
C16978,0.5,0,0,19,1200,460.814602,108.772098,0,12
C16979,0.75,0.25,3,9,3000,1918.74596,504.077272,0,12
C16980,0,0.416667,8,0,4000,973.155092,1525.998307,0,12
C16981,0.428571,0,0,4,3000,155.845232,102.333285,1,7
C16982,0.5,0.25,4,7,1900,442.944623,813.974537,0,12
C16983,0.888889,0,0,9,1000,1502.595015,144.69691,0.571429,9
C16984,0.083333,0,0,2,3000,132.643754,51.950904,0.142857,12
C16985,0.833333,0,0,11,1000,0,,0,12
C16986,0.6,0.3,6,55,2100,2345.315745,1704.918221,0.1,10
C16987,0.636364,0,0,17,3500,1223.217883,189.41742,0,11
C16988,0,0.083333,1,0,700,45.650296,3087.338813,0,12
C16989,0.416667,0,0,6,3000,338.521478,184.326343,1,12
C16990,0,0.083333,1,0,2000,702.214941,417.488671,0,12
C16991,0.083333,0.083333,2,5,6500,107.203529,187.367893,0,12
C16992,0.666667,0,0,8,2500,709.240603,2703.147477,0,12
C16993,0.75,0,0,10,1200,1092.978851,178.853712,0.083333,12
C16994,0,0.5,7,0,9000,3335.3032,1349.647209,0,10
C16995,0.416667,0,0,11,5000,2296.399555,2771.549821,0,12
C16996,0.166667,0.083333,1,6,1800,1572.10707,121.46035,0.083333,12
C16997,0.833333,0,0,21,1800,1182.12849,3748.341561,0,12
C16998,0.5,0,0,10,3000,1502.662849,14.571644,0,12
C16999,0,0,0,1,2500,3804.775151,86.539433,0,12
C17000,0.416667,0,0,9,3000,350.616751,169.07969,0.111111,12
C17001,0.083333,0,0,2,3000,1895.798955,68.967179,0,12
C17002,0.888889,0.222222,3,9,1000,70.777666,3831.115551,0.142857,9
C17003,0,0,0,1,1500,1781.472773,280.724848,0.1,12
C17004,0.416667,0,0,5,4000,167.751977,69.564242,0.363636,12
C17005,0,0.25,4,0,1500,809.365677,257.156519,0,12
C17006,0.583333,0,0,51,800,2501.680369,189.395585,1,12
C17007,0.083333,0,0,1,4000,501.663366,122.153236,0,12
C17008,1,0,0,18,5000,391.229684,178.370583,0.833333,12
C17009,1,0,0,13,2000,493.981832,189.50275,0,12
C17010,0,0.583333,24,0,6000,587.553145,608.345463,0,12
C17011,0,0,0,12,1800,2140.934561,478.040659,0,12
C17012,0,0,0,31,3000,195.73661,273.119363,0,12
C17013,0.416667,0.333333,5,17,3000,1654.58686,208.064056,0,12
C17014,0,0.25,4,0,10500,1351.732415,1342.524091,0,12
C17015,0.916667,0,0,37,2000,1044.263246,120.655535,0,12
C17016,1,0,0,34,4500,981.005079,162.218628,0.916667,12
C17017,0.272727,0.363636,26,9,2000,423.100779,628.099733,0,11
C17018,0.416667,0,0,19,1900,677.969663,195.776465,0,12
C17019,0.916667,0,0,12,5000,192.681715,165.041701,0,12
C17020,0,0.090909,1,0,3500,2995.213811,244.405201,0.25,11
C17021,0.166667,0,0,22,1500,2118.665123,612.918428,0.083333,12
C17022,0.166667,0,0,4,5000,767.024618,228.893626,0,12
C17023,1,0,0,34,7000,5044.600878,564.924266,0.083333,12
C17024,0.416667,0,0,7,5000,449.718054,71.384549,0.454545,12
C17025,0.8,0,0,25,4000,1548.950633,140.51211,0.142857,10
C17026,0.916667,0.083333,5,12,10000,2029.431421,3506.66581,0,12
C17027,0,0.083333,4,21,1500,1232.660721,1276.693069,0,12
C17028,0.166667,0,0,4,5000,178.18272,55.922251,0.272727,12
C17029,0,0.25,3,0,1500,128.881941,248.197938,0,8
C17030,0,0.333333,2,0,2000,173.71666,289.554448,0,6
C17031,0,0.125,1,1,1200,353.924067,90.382954,0,8
