CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE
C17621,1223.631,1.0,2065.5,628.8,1436.7,0.0,1.0,0.166667,1.0,0.0,0.0,46.0,1500.0,638.99725,961.53143,0.0,12.0
C17622,1441.9935,0.909091,0.0,0.0,0.0,2464.6848,0.0,0.0,0.0,0.333333,5.0,0.0,3000.0,3206.5771,481.17526,0.0,12.0
C17623,1070.6313,1.0,651.91,651.91,0.0,40.07681,0.416667,0.416667,0.0,0.083333,1.0,43.0,1200.0,258.7677,3520.912,0.0,12.0
C17624,594.26886,0.909091,1036.76,966.8,69.96,0.0,0.583333,0.416667,0.25,0.0,0.0,17.0,2500.0,198.23714,260.48038,0.0,12.0
C17625,25.715061,0.363636,449.32,449.32,0.0,0.0,0.166667,0.166667,0.0,0.0,0.0,4.0,5000.0,1086.3796,131.74977,1.0,12.0
C17626,1439.4102,1.0,184.7,184.7,0.0,0.0,0.166667,0.166667,0.0,0.0,0.0,2.0,1500.0,299.9886,4792.614,0.0,12.0
C17628,543.8152,1.0,0.0,0.0,0.0,45.47558,0.0,0.0,0.0,0.083333,1.0,0.0,3000.0,593.94617,261.12555,0.0,12.0
C17629,36.979202,0.181818,0.0,0.0,0.0,4262.12,0.0,0.0,0.0,0.166667,2.0,0.0,2500.0,22099.479,173.24367,0.0,12.0
C17630,9220.534,1.0,1420.31,777.66,642.65,9816.782,1.0,0.25,1.0,0.833333,29.0,77.0,12500.0,4257.3726,4696.076,0.0,12.0
C17631,6631.79,1.0,74.17,74.17,0.0,4618.935,0.090909,0.090909,0.0,0.454545,10.0,1.0,9000.0,1652.0297,1516.8927,0.0,11.0
C17632,39.251217,1.0,1066.62,339.1,727.52,204.61537,0.833333,0.833333,0.916667,0.083333,1.0,49.0,3500.0,1340.8818,102.27367,0.5,12.0
C17633,2.02217,0.181818,0.0,0.0,0.0,438.9244,0.0,0.0,0.0,0.090909,1.0,0.0,1200.0,1767.3955,87.32882,0.0,11.0
C17634,38.06822,0.727273,799.92,0.0,799.92,0.0,1.0,0.0,1.0,0.0,0.0,12.0,2500.0,553.92786,85.99041,0.333333,12.0
C17635,578.7958,0.545455,994.12,105.0,889.12,2578.5637,0.833333,0.166667,0.833333,0.75,31.0,12.0,2500.0,2369.3477,114.08953,0.0,12.0
C17636,1325.6799,1.0,1084.87,687.57,397.3,3330.9136,0.833333,0.333333,0.833333,0.416667,9.0,16.0,3000.0,4135.4146,405.94434,0.090909,12.0
C17637,743.52826,1.0,158.95,158.95,0.0,0.0,0.375,0.375,0.0,0.0,0.0,3.0,800.0,250.34937,185.17906,0.0,8.0
C17638,0.0,0.0,180.66,54.0,126.66,0.0,0.583333,0.083333,0.5,0.0,0.0,7.0,2700.0,221.27715,,0.0,12.0
C17639,41.78926,1.0,821.51,501.95,319.56,109.91813,0.833333,0.083333,0.833333,0.083333,1.0,11.0,4000.0,969.0304,132.15895,0.3,12.0
C17640,987.1106,1.0,0.0,0.0,0.0,1139.393,0.0,0.0,0.0,0.142857,2.0,0.0,1200.0,139.60783,232.00468,0.0,7.0
C17641,11.981427,0.727273,187.55,0.0,187.55,0.0,0.75,0.0,0.75,0.0,0.0,9.0,1000.0,261.92014,160.97075,0.625,12.0
C17642,11.316443,0.181818,112.23,112.23,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,1.0,3000.0,636.1506,88.67067,0.0,12.0
C17643,0.0,0.0,300.0,0.0,300.0,0.0,0.083333,0.0,0.083333,0.0,0.0,1.0,4000.0,5228.8193,81.403175,0.0,12.0
C17644,523.12756,1.0,786.94,582.74,204.2,1088.1394,0.25,0.083333,0.083333,0.25,4.0,3.0,1000.0,1603.4479,223.72664,0.083333,12.0
C17645,650.4852,1.0,555.2,339.0,216.2,589.3497,0.583333,0.083333,0.416667,0.083333,1.0,8.0,1000.0,351.5756,610.8334,0.0,12.0
C17646,2320.107,0.888889,2118.42,2118.42,0.0,3285.5706,0.222222,0.222222,0.0,0.555556,14.0,14.0,5000.0,922.69885,1312.0695,0.0,9.0
C17647,106.45347,0.818182,2014.84,874.84,1140.0,0.0,0.583333,0.416667,0.166667,0.0,0.0,24.0,3000.0,2139.7332,138.43437,1.0,12.0
C17648,281.11252,0.727273,0.0,0.0,0.0,295.61694,0.0,0.0,0.0,0.166667,3.0,0.0,1000.0,631.47327,219.96602,0.0,12.0
C17649,324.05518,1.0,2075.13,1100.0,975.13,0.0,1.0,0.083333,1.0,0.0,0.0,48.0,1500.0,1653.9415,305.33124,0.25,12.0
C17650,617.99963,1.0,387.7,250.0,137.7,684.8408,0.833333,0.166667,0.75,0.083333,1.0,13.0,1200.0,1723.351,332.04327,0.166667,12.0
C17651,2076.2117,1.0,1057.0,0.0,1057.0,0.0,0.416667,0.0,0.333333,0.0,0.0,8.0,2500.0,696.7697,711.32196,0.0,12.0
C17652,63.078243,1.0,114.0,0.0,114.0,0.0,0.25,0.0,0.25,0.0,0.0,3.0,3000.0,184.58249,136.78255,0.0,12.0
C17653,0.14446,0.1,0.0,0.0,0.0,97.03813,0.0,0.0,0.0,0.2,2.0,0.0,7000.0,186.43425,18.249813,0.0,10.0
C17654,1012.84125,0.818182,0.0,0.0,0.0,790.8326,0.0,0.0,0.0,0.333333,11.0,0.0,1500.0,2531.6487,447.81107,0.0,12.0
C17655,6.526735,0.181818,53.09,53.09,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,1.0,1000.0,309.51596,86.88527,0.0,12.0
C17656,83.25854,1.0,41.4,11.9,29.5,0.0,0.25,0.083333,0.166667,0.0,0.0,3.0,2700.0,157.22523,163.3176,0.0,12.0
C17657,852.5304,1.0,45.65,45.65,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,1.0,1200.0,387.59476,231.56424,0.0,12.0
C17658,304.24915,0.909091,3127.98,0.0,3127.98,0.0,0.833333,0.0,0.833333,0.0,0.0,10.0,6000.0,3489.9036,3240.4844,0.714286,12.0
C17659,16.004225,0.636364,159.44,0.0,159.44,0.0,0.583333,0.0,0.583333,0.0,0.0,11.0,2700.0,276.11273,141.91583,0.285714,12.0
C17660,1087.7847,1.0,0.0,0.0,0.0,1562.704,0.0,0.0,0.0,0.166667,2.0,0.0,1500.0,3093.8887,298.01196,0.166667,12.0
C17661,3255.1514,1.0,1771.6,251.0,1520.6,1279.5688,0.916667,0.166667,0.75,0.25,6.0,15.0,9000.0,4619.793,853.9115,0.0,12.0
C17662,69.3362,0.545455,211.87,211.87,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,1.0,1400.0,435.0055,133.98837,0.0,12.0
C17663,1433.4044,1.0,0.0,0.0,0.0,1190.7454,0.0,0.0,0.0,0.25,4.0,0.0,2000.0,993.07245,388.12482,0.0,12.0
C17664,3278.5066,0.625,472.51,216.49,256.02,6548.9487,0.5,0.125,0.375,0.25,8.0,9.0,7000.0,1304.8462,1296.5869,0.0,8.0
C17665,68.62474,1.0,423.23,243.23,180.0,0.0,1.0,0.111111,0.888889,0.0,0.0,10.0,1000.0,458.25122,107.87985,0.5,9.0
C17666,1562.6045,1.0,880.22,816.88,63.34,0.0,0.416667,0.083333,0.333333,0.0,0.0,8.0,2500.0,459.44183,4257.948,0.0,12.0
C17667,412.5925,0.545455,0.0,0.0,0.0,1852.2181,0.0,0.0,0.0,0.25,3.0,0.0,2500.0,3935.005,394.90463,0.0,12.0
C17668,428.59882,1.0,208.0,208.0,0.0,164.03246,0.25,0.25,0.0,0.333333,6.0,4.0,1200.0,975.1917,193.99376,0.0,12.0
C17669,2071.9514,1.0,2090.21,0.0,2090.21,0.0,1.0,0.0,1.0,0.0,0.0,80.0,2500.0,1326.9955,556.6314,0.0,12.0
C17670,973.561,1.0,0.0,0.0,0.0,2061.533,0.0,0.0,0.0,0.818182,21.0,0.0,1700.0,1789.4697,533.4054,0.090909,11.0
C17671,624.63324,0.818182,0.0,0.0,0.0,950.8527,0.0,0.0,0.0,0.25,8.0,0.0,1000.0,330.06454,289.6869,0.0,12.0
C17672,965.8846,1.0,1.0,1.0,0.0,561.0241,0.083333,0.083333,0.0,0.166667,2.0,1.0,1200.0,751.9606,261.8912,0.0,12.0
C17673,82.56878,1.0,471.64,0.0,471.64,0.0,0.916667,0.0,0.916667,0.0,0.0,23.0,1200.0,554.1684,214.87767,0.333333,12.0
C17674,383.3703,1.0,326.74,326.74,0.0,0.0,0.25,0.25,0.0,0.0,0.0,3.0,600.0,525.7765,199.59006,0.0,12.0
C17675,793.85596,1.0,1478.93,1478.93,0.0,0.0,0.333333,0.333333,0.0,0.0,0.0,10.0,1200.0,723.9598,474.25446,0.0,12.0
C17676,51.19906,1.0,1319.04,1319.04,0.0,0.0,1.0,1.0,0.0,0.0,0.0,18.0,3500.0,1324.4486,126.4034,0.875,12.0
C17677,1488.6282,1.0,0.0,0.0,0.0,2909.0505,0.0,0.0,0.0,0.363636,24.0,0.0,3000.0,1968.4133,439.16473,0.090909,11.0
C17678,92.596405,1.0,720.11,720.11,0.0,0.0,0.583333,0.583333,0.0,0.0,0.0,16.0,1700.0,535.43036,193.49837,0.222222,12.0
C17679,382.63138,1.0,0.0,0.0,0.0,748.7803,0.0,0.0,0.0,0.090909,1.0,0.0,1200.0,566.6058,196.90462,0.0,11.0
C17680,402.81464,1.0,960.09,91.8,868.29,373.40836,1.0,0.083333,1.0,0.083333,5.0,59.0,500.0,1127.2866,366.3955,0.083333,12.0
C17681,1271.1725,0.909091,0.0,0.0,0.0,1865.9398,0.0,0.0,0.0,0.090909,1.0,0.0,4000.0,2099.3875,366.38364,0.0,11.0
C17682,124.743324,0.636364,1007.45,0.0,1007.45,0.0,0.583333,0.0,0.583333,0.0,0.0,14.0,2500.0,1616.5408,146.4935,1.0,12.0
C17683,1060.0397,1.0,340.0,49.0,291.0,0.0,0.5,0.083333,0.416667,0.0,0.0,7.0,2500.0,261.76144,243.68567,0.0,12.0
C17684,90.08433,1.0,1098.82,1098.82,0.0,181.72523,0.583333,0.583333,0.0,0.083333,1.0,13.0,3000.0,1307.141,141.0082,0.428571,12.0
C17685,85.85119,0.636364,0.0,0.0,0.0,499.093,0.0,0.0,0.0,0.083333,1.0,0.0,600.0,1528.0159,146.9131,0.285714,12.0
C17686,2115.603,1.0,320.0,0.0,320.0,2033.1489,0.833333,0.0,0.75,0.5,17.0,10.0,3000.0,1260.0049,754.05206,0.0,12.0
C17687,193.21312,1.0,2281.57,905.6,1375.97,0.0,1.0,0.916667,0.916667,0.0,0.0,45.0,3000.0,1782.0599,183.78233,0.909091,12.0
C17688,82.98006,1.0,906.78,0.0,906.78,0.0,1.0,0.0,1.0,0.0,0.0,25.0,3000.0,780.205,152.74548,0.818182,12.0
C17689,991.7731,1.0,2020.0,2020.0,0.0,600.1884,0.25,0.25,0.0,0.333333,4.0,4.0,3400.0,1817.8278,322.2977,0.0,12.0
C17690,5482.2046,1.0,0.0,0.0,0.0,4948.907,0.0,0.0,0.0,0.5,15.0,0.0,9000.0,1343.176,1666.0853,0.0,12.0
C17691,1016.4961,1.0,64.82,64.82,0.0,994.18256,0.142857,0.142857,0.0,0.285714,8.0,1.0,1200.0,74.54326,289.56992,0.0,7.0
C17692,205.1272,0.571429,1222.98,1222.98,0.0,0.0,0.428571,0.428571,0.0,0.0,0.0,5.0,3000.0,1144.8348,121.33494,0.0,7.0
C17693,1450.5991,1.0,2763.84,1434.43,1329.41,0.0,1.0,0.714286,0.857143,0.0,0.0,98.0,2000.0,343.91885,1339.6653,0.0,7.0
C17694,1405.988,1.0,1839.0,256.0,1583.0,1684.6581,1.0,0.166667,1.0,0.25,4.0,27.0,1800.0,3603.3027,1249.174,0.0,12.0
C17695,424.9685,1.0,272.28,0.0,272.28,0.0,1.0,0.0,1.0,0.0,0.0,24.0,1700.0,64.65861,745.781,0.0,12.0
C17696,74.4309,1.0,45.65,45.65,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,1.0,2500.0,0.0,,0.0,12.0
C17697,24.818476,0.909091,390.05,44.9,345.15,0.0,0.833333,0.083333,0.75,0.0,0.0,11.0,1000.0,423.33862,117.838974,0.272727,12.0
C17698,1109.8766,1.0,0.0,0.0,0.0,645.64374,0.0,0.0,0.0,0.25,7.0,0.0,1200.0,476.97565,305.12952,0.0,12.0
C17699,679.42194,1.0,298.49,298.49,0.0,152.65779,0.083333,0.083333,0.0,0.083333,1.0,4.0,1000.0,456.1435,216.03656,0.0,12.0
C17700,270.13513,0.909091,958.93,752.9,206.03,0.0,0.75,0.166667,0.666667,0.0,0.0,26.0,1900.0,2063.4705,216.4977,0.0,12.0
C17701,256.0266,0.909091,2098.56,1798.3,300.26,0.0,0.909091,0.909091,0.272727,0.0,0.0,22.0,3000.0,1909.5343,155.69579,0.25,11.0
C17702,794.6617,1.0,329.96,329.96,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,1.0,2000.0,703.606,166.0004,0.0,12.0
C17703,1644.1237,1.0,0.0,0.0,0.0,830.13214,0.0,0.0,0.0,0.166667,3.0,0.0,2500.0,333.1147,352.39258,0.0,12.0
C17704,28.80071,0.727273,173.02,0.0,173.02,0.0,0.5,0.0,0.5,0.0,0.0,6.0,1000.0,229.50333,133.44238,0.272727,12.0
C17705,976.39,1.0,785.4,785.4,0.0,347.15723,0.333333,0.333333,0.0,0.25,3.0,6.0,3500.0,820.3429,251.96342,0.0,12.0
C17706,1005.66016,1.0,710.03,710.03,0.0,5001.0786,0.416667,0.416667,0.0,0.916667,40.0,8.0,1500.0,5679.9507,234.56927,0.25,12.0
C17707,700.7237,1.0,425.18,0.0,425.18,0.0,1.0,0.0,1.0,0.0,0.0,29.0,3000.0,148.58185,214.20097,0.0,12.0
C17708,8.27913,0.454545,670.0,0.0,670.0,0.0,1.0,0.0,1.0,0.0,0.0,16.0,2500.0,703.77295,43.259693,0.090909,12.0
C17709,1373.7001,1.0,267.75,0.0,267.75,38.898598,0.75,0.0,0.666667,0.166667,2.0,9.0,1500.0,446.14642,692.7256,0.0,12.0
C17710,215.47572,1.0,670.65,300.0,370.65,0.0,1.0,0.083333,0.916667,0.0,0.0,18.0,3000.0,366.63412,185.03792,0.3,12.0
C17711,108.8577,1.0,3224.34,3224.34,0.0,0.0,1.0,1.0,0.0,0.0,0.0,39.0,1500.0,2752.566,123.69683,1.0,12.0
C17712,7.215615,0.272727,54.45,54.45,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,1.0,2000.0,160.13011,205.16821,0.0,12.0
C17713,1736.9303,1.0,616.0,0.0,616.0,0.0,0.916667,0.0,0.916667,0.0,0.0,11.0,1900.0,803.8814,644.1588,0.0,12.0
C17714,242.53001,1.0,3520.0,0.0,3520.0,0.0,0.916667,0.0,0.916667,0.0,0.0,11.0,650.0,3814.913,3236.6648,0.333333,12.0
C17715,1372.0834,1.0,800.0,0.0,800.0,0.0,0.833333,0.0,0.833333,0.0,0.0,10.0,1200.0,1190.7001,2461.558,0.0,12.0
C17716,6388.821,1.0,5154.75,1622.06,3532.69,0.0,1.0,0.5,1.0,0.0,0.0,115.0,9500.0,6436.5186,1823.7897,0.0,12.0
C17717,254.947,1.0,2870.83,2655.15,215.68,0.0,1.0,0.818182,0.727273,0.0,0.0,54.0,7500.0,2461.126,194.29012,0.9,11.0
C17718,15.813502,0.636364,120.88,0.0,120.88,0.0,0.416667,0.0,0.416667,0.0,0.0,5.0,5000.0,258.87238,128.94568,0.5,12.0
C17719,77.383766,0.636364,2321.87,1212.87,1109.0,0.0,0.583333,0.166667,0.583333,0.0,0.0,22.0,1900.0,2071.2654,88.99772,0.363636,12.0
C17720,849.03033,1.0,345.0,0.0,345.0,101.511986,0.75,0.0,0.666667,0.083333,1.0,24.0,1200.0,1465.0449,268.94965,0.083333,12.0
C17721,525.1742,1.0,91.23,48.9,42.33,0.0,0.333333,0.083333,0.25,0.0,0.0,4.0,4000.0,154.93983,233.34161,0.0,12.0
C17722,510.95312,1.0,172.41,172.41,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,4.0,1200.0,959.0033,242.77068,0.0,12.0
C17723,486.17035,0.545455,0.0,0.0,0.0,1494.4415,0.0,0.0,0.0,0.083333,1.0,0.0,1500.0,2945.6194,120.04167,0.181818,12.0
C17724,2291.684,1.0,4983.93,4065.93,918.0,0.0,0.916667,0.75,0.583333,0.0,0.0,33.0,6500.0,1149.7463,624.9173,0.0,12.0
C17726,145.7224,1.0,529.7,240.2,289.5,38.259987,1.0,0.333333,1.0,0.083333,1.0,26.0,800.0,363.36804,188.10579,0.0,12.0
C17727,286.8145,1.0,2016.14,1602.14,414.0,0.0,0.666667,0.416667,0.333333,0.0,0.0,14.0,1200.0,1525.0896,191.60266,0.0,12.0
C17728,22.455963,0.272727,185.25,0.0,185.25,0.0,0.25,0.0,0.166667,0.0,0.0,3.0,1000.0,371.21603,163.46596,1.0,12.0
C17729,1108.9879,1.0,0.0,0.0,0.0,75.07097,0.0,0.0,0.0,0.083333,1.0,0.0,1500.0,1690.1721,283.05414,0.083333,12.0
C17730,109.47321,1.0,1251.26,635.79,615.47,0.0,0.833333,0.25,0.666667,0.0,0.0,19.0,2700.0,958.9318,187.56009,0.25,12.0
C17731,233.09267,1.0,2613.65,945.45,1668.2,0.0,1.0,0.333333,1.0,0.0,0.0,39.0,6000.0,2255.233,427.74362,0.666667,12.0
C17732,2112.6387,1.0,0.0,0.0,0.0,584.9402,0.0,0.0,0.0,0.25,5.0,0.0,3500.0,540.0888,746.13165,0.0,12.0
C17733,1.097736,0.272727,343.82,0.0,343.82,169.3551,0.833333,0.0,0.833333,0.083333,1.0,10.0,4000.0,169.89565,9.801394,0.0,12.0
C17734,874.9053,1.0,484.04,0.0,484.04,0.0,1.0,0.0,1.0,0.0,0.0,12.0,1000.0,873.4298,194.06435,0.0,12.0
C17735,844.02246,1.0,0.0,0.0,0.0,1125.2289,0.0,0.0,0.0,0.166667,3.0,0.0,2500.0,535.6046,237.22978,0.0,12.0
C17736,87.03443,0.636364,697.57,0.0,697.57,0.0,0.5,0.0,0.416667,0.0,0.0,15.0,3200.0,811.90344,112.56935,0.454545,12.0
C17737,377.5685,1.0,542.51,542.51,0.0,0.0,0.5,0.5,0.0,0.0,0.0,9.0,1000.0,567.6874,175.9366,0.0,12.0
C17738,2929.583,1.0,0.0,0.0,0.0,1319.2767,0.0,0.0,0.0,0.4,11.0,0.0,3000.0,1153.3536,3422.9883,0.0,10.0
C17739,1101.7928,1.0,1591.37,1591.37,0.0,447.95364,0.666667,0.666667,0.0,0.166667,2.0,10.0,3000.0,699.7555,228.5559,0.0,12.0
C17740,623.5836,1.0,1344.85,1099.72,245.13,0.0,0.666667,0.5,0.333333,0.0,0.0,21.0,2200.0,1374.2137,304.22513,0.083333,12.0
C17741,5.109352,0.181818,0.0,0.0,0.0,78.9906,0.0,0.0,0.0,0.083333,1.0,0.0,1000.0,77.98472,14.840576,0.1,12.0
C17742,2696.0527,1.0,0.0,0.0,0.0,3100.9426,0.0,0.0,0.0,0.75,15.0,0.0,3000.0,815.30634,1011.86633,0.0,12.0
C17743,1592.103,1.0,45.65,45.65,0.0,1465.0693,0.083333,0.083333,0.0,0.083333,1.0,1.0,5000.0,529.54285,424.93945,0.0,12.0
C17744,14.453345,0.636364,38.65,38.65,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,1.0,1000.0,52.68566,162.68726,0.0,12.0
C17745,1062.024,1.0,0.0,0.0,0.0,402.33774,0.0,0.0,0.0,0.2,3.0,0.0,1200.0,583.5332,267.47894,0.0,10.0
C17746,1033.485,1.0,137.57,0.0,137.57,0.0,0.166667,0.0,0.166667,0.0,0.0,3.0,1000.0,423.92563,708.36334,0.0,12.0
C17747,803.05273,1.0,19.75,19.75,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,1.0,2000.0,402.15536,322.39493,0.0,12.0
C17748,1551.9086,1.0,416.64,105.0,311.64,0.0,1.0,0.083333,1.0,0.0,0.0,14.0,2500.0,539.6537,366.32935,0.0,12.0
C17749,936.3708,1.0,158.45,158.45,0.0,0.0,0.25,0.25,0.0,0.0,0.0,3.0,1700.0,160.69887,443.53827,0.0,12.0
C17750,1420.1564,1.0,0.0,0.0,0.0,445.91373,0.0,0.0,0.0,0.333333,5.0,0.0,1500.0,661.56256,772.85986,0.0,12.0
C17751,14.143579,0.875,175.98,0.0,175.98,0.0,0.875,0.0,0.75,0.0,0.0,7.0,1500.0,171.9288,111.57332,1.0,8.0
C17752,68.10541,0.25,0.0,0.0,0.0,462.55405,0.0,0.0,0.0,0.25,6.0,0.0,500.0,0.0,,0.0,8.0
C17753,3025.3733,1.0,202.72,0.0,202.72,988.0766,0.583333,0.0,0.583333,0.083333,1.0,9.0,4500.0,3989.6458,884.18365,0.0,12.0
C17754,2513.9836,1.0,0.0,0.0,0.0,6140.0254,0.0,0.0,0.0,0.25,4.0,0.0,6000.0,560.4619,741.9242,0.0,12.0
C17755,542.97925,1.0,1134.96,0.0,1134.96,2370.4392,1.0,0.0,1.0,0.583333,15.0,12.0,1000.0,2669.0054,422.55652,0.25,12.0
C17756,144.43623,0.181818,0.0,0.0,0.0,944.8935,0.0,0.0,0.0,0.083333,1.0,0.0,1000.0,542.0366,365.76535,0.0,12.0
C17757,2017.3916,1.0,12024.37,11224.1,800.27,0.0,1.0,1.0,0.5,0.0,0.0,133.0,8000.0,11516.393,556.65125,0.333333,12.0
C17758,39.469093,0.636364,418.97,0.0,418.97,0.0,1.0,0.0,1.0,0.0,0.0,30.0,3000.0,655.15704,109.86594,0.0,12.0
C17759,2579.9077,1.0,125.51,0.0,125.51,1377.0493,0.25,0.0,0.166667,0.416667,10.0,3.0,3000.0,666.35583,774.4608,0.0,12.0
C17760,34.703484,1.0,247.02,0.0,247.02,0.0,1.0,0.0,1.0,0.0,0.0,18.0,2500.0,194.41924,162.90903,0.166667,12.0
C17761,29.46614,0.545455,149.0,149.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,1.0,1000.0,350.17648,215.21558,0.0,12.0
C17762,2764.81,1.0,390.52,369.8,20.72,75.74986,0.333333,0.25,0.083333,0.083333,2.0,6.0,3000.0,743.24255,1093.1996,0.0,12.0
C17763,27.931381,0.5,169.4,0.0,169.4,0.0,0.4,0.0,0.2,0.0,0.0,5.0,1500.0,116.25523,145.0943,0.0,10.0
C17764,2063.9224,0.666667,0.0,0.0,0.0,3858.3738,0.0,0.0,0.0,0.166667,2.0,0.0,4000.0,5696.6953,584.843,0.0,6.0
C17765,1615.7241,1.0,673.74,484.46,189.28,624.0383,1.0,0.333333,0.75,0.416667,12.0,18.0,2000.0,785.83374,873.81616,0.0,12.0
C17767,348.3218,1.0,0.0,0.0,0.0,178.13815,0.0,0.0,0.0,0.181818,2.0,0.0,500.0,142.74118,195.41359,0.0,11.0
C17768,992.7242,1.0,527.88,0.0,527.88,1677.0558,1.0,0.0,0.916667,0.166667,2.0,12.0,2000.0,2997.7144,373.0793,0.0,12.0
C17769,5.170635,0.545455,367.95,0.0,367.95,0.0,0.916667,0.0,0.916667,0.0,0.0,11.0,1000.0,400.45715,28.883263,0.125,12.0
C17770,1361.8156,1.0,1309.72,1106.81,202.91,814.0862,0.916667,0.75,0.916667,0.75,9.0,53.0,1700.0,1668.1925,585.9933,0.0,12.0
C17771,1186.2766,1.0,391.67,391.67,0.0,0.0,0.5,0.5,0.0,0.0,0.0,8.0,1200.0,488.19485,927.68176,0.0,12.0
C17772,2966.412,1.0,1473.26,0.0,1473.26,979.38885,1.0,0.0,1.0,0.166667,2.0,20.0,3500.0,1464.9117,1562.4265,0.0,12.0
C17773,1910.7938,1.0,2754.09,40.0,2714.09,0.0,1.0,0.083333,1.0,0.0,0.0,122.0,5000.0,613.2468,688.9002,0.0,12.0
C17774,1175.0653,1.0,2707.46,2468.96,238.5,323.01492,0.75,0.666667,0.333333,0.166667,2.0,29.0,1700.0,2288.3003,708.708,0.083333,12.0
C17776,378.3209,1.0,315.02,0.0,315.02,0.0,1.0,0.0,1.0,0.0,0.0,20.0,1500.0,206.09032,202.3916,0.0,12.0
C17777,1492.4432,1.0,1777.27,0.0,1777.27,0.0,0.916667,0.0,0.833333,0.0,0.0,19.0,5000.0,1969.4128,344.75943,0.0,12.0
C17778,434.39322,1.0,343.5,343.5,0.0,949.91077,0.166667,0.166667,0.0,0.166667,5.0,2.0,1700.0,504.6353,168.98676,0.0,12.0
C17779,11.673388,0.272727,76.0,76.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,1.0,4000.0,447.31256,84.678375,0.0,12.0
C17780,1.063114,0.090909,20.74,0.0,20.74,0.0,0.166667,0.0,0.166667,0.0,0.0,2.0,1500.0,168.48994,98.859856,0.0,12.0
C17781,12.169653,1.0,187.32,0.0,187.32,0.0,1.0,0.0,1.0,0.0,0.0,12.0,2000.0,182.88536,162.17561,1.0,12.0
C17782,738.06744,1.0,752.97,752.97,0.0,0.0,0.666667,0.666667,0.0,0.0,0.0,11.0,2500.0,1393.0518,282.66394,0.0,12.0
C17783,77.28546,1.0,495.0,0.0,495.0,0.0,1.0,0.0,0.916667,0.0,0.0,12.0,1500.0,416.9138,206.71254,0.181818,12.0
C17784,1434.8369,1.0,413.16,413.16,0.0,3005.3657,0.416667,0.416667,0.0,0.166667,6.0,10.0,3500.0,3716.5425,330.7059,0.083333,12.0
C17785,1247.905,1.0,553.67,0.0,553.67,0.0,0.916667,0.0,0.916667,0.0,0.0,11.0,1200.0,1927.2325,1247.6145,0.083333,12.0
C17786,88.35088,1.0,697.91,477.91,220.0,0.0,1.0,1.0,0.416667,0.0,0.0,31.0,5000.0,646.02686,173.2831,0.25,12.0
C17787,252.17476,1.0,411.01,411.01,0.0,0.0,0.833333,0.833333,0.0,0.0,0.0,28.0,1000.0,459.4673,188.1214,0.0,12.0
C17788,1516.4471,1.0,0.0,0.0,0.0,2817.9116,0.0,0.0,0.0,0.142857,1.0,0.0,6000.0,4161.9375,297.61536,0.285714,7.0
C17789,3374.6611,1.0,0.0,0.0,0.0,1154.9948,0.0,0.0,0.0,0.333333,7.0,0.0,4000.0,913.2211,1284.06,0.0,12.0
C17790,1865.0089,1.0,0.0,0.0,0.0,2087.392,0.0,0.0,0.0,0.25,3.0,0.0,2500.0,2709.6934,460.33484,0.083333,12.0
C17791,2413.7197,1.0,0.0,0.0,0.0,905.70917,0.0,0.0,0.0,0.083333,5.0,0.0,2500.0,626.89166,770.71796,0.0,12.0
C17792,411.27628,1.0,1524.65,1153.52,371.13,0.0,1.0,0.583333,1.0,0.0,0.0,51.0,900.0,626.1041,236.64575,0.083333,12.0
C17793,97.28112,0.818182,3091.75,1456.8,1634.95,0.0,1.0,0.416667,1.0,0.0,0.0,48.0,3000.0,3424.058,136.71722,0.636364,12.0
C17794,568.22296,1.0,140.03,140.03,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,4.0,1200.0,203.36275,203.59923,0.0,12.0
C17795,2773.4119,1.0,418.68,0.0,418.68,2260.0762,1.0,0.0,1.0,0.666667,14.0,31.0,3000.0,2027.4421,1938.3328,0.0,12.0
C17796,294.7202,1.0,1880.0,0.0,1880.0,0.0,1.0,0.0,0.833333,0.0,0.0,6.0,1000.0,1479.0184,87.23243,1.0,6.0
